"sampleBlogs.txt";"sampleNews.txt";"sampleTwitter.txt"
"in europ";0;86;0
"in european";1;0;0
"in even";0;1;0
"in eventu";0;23;0
"in everi";2;86;9
"in everyth";0;0;25
"in excel";0;20;0
"in excess";1;5;0
"in exchang";50;25;34
"in exhibit";0;18;0
"in expand";0;0;1
"in expect";21;0;0
"in faa";0;33;0
"in fact";408;157;32
"in fair";0;0;23
"in fairfax";5;3;0
"in faith";0;0;3
"in fall";0;0;2
"in fals";0;3;0
"in fandom";0;0;22
"in fantasybasebal";0;0;35
"in far";6;0;0
"in fashion";50;0;0
"in faulkner’";39;0;0
"in favor";25;101;0
"in fear";1;0;0
"in feb";0;0;16
"in februari";28;38;0
"in feder";0;30;0
"in ferrara";0;0;15
"in few";33;0;0
"in field";0;32;0
"in find";0;0;18
"in fine";15;4;0
"in finland";10;0;0
"in first";37;0;92
"in five";0;47;0
"in fixedincom";0;36;0
"in flatt";0;32;0
"in flight";0;42;0
"in flimsi";1;0;0
"in florenc";1;0;0
"in florida";21;86;91
"in food";2;3;0
"in for";4;0;265
"in forc";0;34;0
"in foreign";1;0;0
"in foster";0;32;0
"in four";0;63;0
"in fourcolor";24;0;0
"in franc";72;6;0
"in franchis";0;39;0
"in freak";5;0;0
"in free";0;61;0
"in freezer";2;0;0
"in french";32;19;0
"in frickin";0;0;1
"in from";45;22;44
"in fromag";25;0;0
"in front";187;32;93
"in full";106;0;25
"in futur";22;9;0
"in gaag";33;0;0
"in gainesvill";0;2;0
"in gallons";11;0;0
"in game";1;85;20
"in gaza";30;0;0
"in gddr";20;0;0
"in gees";41;0;0
"in general";38;24;36
"in georg";19;0;0
"in german";19;0;0
"in germani";5;46;0
"in get";36;0;0
"in gift";0;1;0
"in glazedov";41;0;0
"in gleam";16;0;0
"in go";0;2;35
"in goal";10;40;0
"in god";0;18;0
"in golf";0;14;0
"in good";28;42;0
"in goodfella";1;0;0
"in gop";0;6;0
"in grade";4;0;0
"in graphic";7;0;0
"in gray";0;0;2
"in greec";9;0;0
"in greek";35;0;0
"in green";0;1;0
"in greenwich";8;0;0
"in greyhound";1;0;0
"in gtaiii";52;0;0
"in guarante";0;23;0
"in gubler";0;1;0
"in gvsu";3;0;0
"in haha";0;0;51
"in half";7;0;0
"in halifax";6;0;0
"in halo";0;8;0
"in hamilton";0;3;0
"in hand";54;39;2
"in harm";0;6;0
"in harrow";31;0;0
"in haug";0;6;0
"in havana";0;34;0
"in hawai’i";43;0;0
"in hawaii”";29;0;0
"in hawk";0;2;0
"in hazelwood";0;41;0
"in he";154;95;0
"in health";35;5;0
"in heaven";3;1;22
"in heavi";0;36;0
"in heerenveen";47;0;0
"in height";0;6;0
"in help";0;33;0
"in henri";0;13;0
"in her";114;185;75
"in heratiyan";2;0;0
"in here";12;69;160
"in here”";38;0;0
"in hide";23;0;0
"in high";0;78;107
"in him";35;18;0
"in hindsight";24;33;0
"in his";595;832;72
"in histori";48;0;60
"in hockey";0;8;35
"in hollywood";0;52;42
"in homi";0;0;2
"in homosexu";8;0;0
"in honor";0;41;64
"in honorif";1;0;0
"in hope";61;42;0
"in hospit";0;0;33
"in hot";7;0;0
"in hotel";0;1;0
"in hour";0;0;24
"in hous";0;0;24
"in houston";0;7;0
"in how";70;55;0
"in howev";0;2;0
"in huge";34;0;0
"in human";27;0;0
"in hundr";0;33;0
"in huntington";0;1;0
"in hyde";31;0;0
"in hyster";2;0;0
"in i";151;0;4
"in idaho";0;0;32
"in if";0;0;5
"in illinoi";0;41;0
"in im";0;0;6
"in immigr";0;1;0
"in improv";0;6;0
"in in";135;142;49
"in includ";0;0;16
"in incorpor";0;10;0
"in increas";0;3;0
"in indi";0;0;3
"in india";3;44;0
"in indian";2;0;0
"in indiana";3;1;0
"in indianapoli";0;2;0
"in indonesia";0;0;25
"in industri";0;30;0
"in infant";42;38;0
"in inform";0;0;9
"in inning";0;11;1
"in insist";0;31;0
"in inspector";0;55;0
"in inspir";38;0;0
"in interf";23;0;0
"in intern";0;31;0
"in interst";0;29;0
"in iowa";0;12;0
"in iraq";7;32;0
"in iredel";0;0;6
"in ireland";18;0;0
"in irv";0;0;3
"in irvington";0;2;0
"in is";0;61;57
"in islamabad";0;44;0
"in iso";0;0;14
"in israel";0;44;0
"in it";239;245;61
"in ital";0;10;0
"in itali";67;0;0
"in item";28;0;0
"in itself";53;0;0
"in jackson";0;4;0
"in jacksonvill";0;0;1
"in jail";0;15;0
"in januari";47;164;0
"in japan";33;0;48
"in jeopardi";0;2;0
"in jesus";23;36;0
"in joplin";12;0;0
"in judici";0;7;0
"in juli";0;128;0
"in jumpstreet";0;0;26
"in june";1;97;0
"in just";27;13;0
"in kansa";36;3;0
"in keep";42;0;0
"in kelli";0;9;0
"in ketchup";0;4;0
"in key";0;2;0
"in khadar";20;0;0
"in khyber";43;0;0
"in kidnap";2;0;0
"in kidney";0;17;0
"in kirkland";0;0;16
"in kl";0;0;5
"in knot";37;0;0
"in know";24;0;0
"in knoxvill";13;0;0
"in kurram";43;0;0
"in la";0;27;142
"in lab";0;6;0
"in lailbela";13;0;0
"in lakewood";0;37;0
"in lala";25;0;0
"in larg";7;0;28
"in larim";0;2;0
"in las";0;1;0
"in lassen";0;23;0
"in last";0;48;71
"in lasvegasless";0;0;64
"in late";0;39;0
"in later";26;34;0
"in law";21;0;0
"in lead";39;0;0
"in leadership";0;19;0
"in leagu";0;2;0
"in learn";1;0;0
"in leecounti";17;0;0
"in leed";7;0;0
"in left";0;4;0
"in legal";0;22;0
"in legisl";0;4;0
"in lemay";0;14;0
"in length";1;0;0
"in less";26;0;61
"in let";39;0;1
"in levittown";0;0;71
"in lexington";0;0;47
"in libya";16;0;0
"in life";163;27;98
"in lifeordeath";0;13;0
"in light";1;0;0
"in like";1;0;0
"in limpid";0;3;0
"in line";0;35;141
"in link";43;0;0
"in liter";0;0;3
"in litig";1;0;0
"in littl";0;47;0
"in lobbi";0;0;30
"in local";38;0;0
"in lock";2;0;0
"in lombard";0;0;48
"in london";48;39;0
"in longtim";0;2;0
"in look";5;0;0
"in los";0;136;0
"in loss";0;41;0
"in lot";40;0;0
"in louis";22;0;0
"in love";96;5;375
"in loveland";0;8;0
"in lyon";1;0;0
"in madison";0;0;55
"in madrid";0;10;0
"in main";29;0;6
"in major";0;7;0
"in make";39;51;0
"in malawi";0;35;0
"in malaysia";0;1;28
"in manhattan";0;13;31
"in mani";93;26;0
"in mansfield";0;40;0
"in march";80;144;9
"in marion";0;0;2
"in marx";8;0;0
"in mary’";8;0;0
"in maryland";0;15;0
"in mass";4;0;0
"in match";0;1;0
"in materi";0;0;61
"in mathemat";3;0;0
"in matt";6;0;0
"in matthew";24;0;0
"in may";17;99;44
"in mccomb";12;0;0
"in mcconnel";0;1;0
"in me";56;0;0
"in mean";15;0;0
"in mecca";22;0;0
"in media";1;30;4
"in mediterranean";0;11;0
"in meet";0;0;52
"in melbourn";18;0;0
"in memori";17;0;0
"in memphi";0;0;2
"in merlot";0;36;0
"in mesh";0;0;42
"in mexico";6;15;0
"in miamibeach";0;0;37
"in mice";0;3;0
"in michell";0;1;0
"in michigan";0;79;5
"in middl";0;0;5
"in midmay";0;20;0
"in million";0;31;0
"in milwauke";0;0;47
"in mind";94;68;42
"in mindanao";30;0;0
"in minneapoli";7;1;0
"in minnesota";0;1;13
"in minut";0;34;17
"in miramar";0;0;16
"in miseri";0;0;54
"in mission";0;40;0
"in mississippi";15;0;0
"in missouri";1;66;0
"in mistyey";0;1;0
"in moder";0;5;0
"in molin";0;45;0
"in moment";3;0;0
"in monasteri";4;0;0
"in monday";0;11;0
"in montclair";3;0;0
"in montello";0;0;1
"in montgomeri";0;20;0
"in month";34;0;44
"in mooresvill";0;0;6
"in more";0;1;0
"in morristown";0;32;0
"in most";23;1;0
"in motion";31;45;0
"in movi";0;8;0
"in much";0;41;0
"in muffin";1;0;0
"in munich";0;17;0
"in municip";0;1;0
"in murfreesboro";0;3;0
"in muslim";27;0;0
"in my";890;191;812
"in myself";17;0;0
"in mysteri";15;0;0
"in n";0;0;12
"in name";0;9;0
"in narayan";0;10;0
"in nashvill";0;17;0
"in nat";0;0;22
"in natur";18;0;0
"in nba";0;0;84
"in nd";0;0;38
"in nearbi";0;1;0
"in need";9;102;1
"in negoti";0;20;0
"in neighborhood";0;25;0
"in nervous";34;0;0
"in nevada";16;0;0
"in new";99;293;101
"in newark";0;84;0
"in newmexico";0;0;21
"in next";0;2;1
"in nhl";0;13;0
"in nice";22;0;0
"in nine";0;22;0
"in nm";0;0;1
"in no";160;42;5
"in normal";8;0;0
"in north";20;53;0
"in northeast";0;78;0
"in northern";8;7;0
"in not";0;19;0
"in nov";0;0;18
"in novemb";77;12;29
"in now";1;0;8
"in number";3;0;0
"in nyc";0;0;64
"in oakland";0;3;4
"in obama";0;1;0
"in obscur";3;0;0
"in obvious";0;42;0
"in oceansid";0;0;1
"in octav";0;0;57
"in octob";5;98;0
"in of";36;53;0
"in off";0;18;0
"in offens";0;4;0
"in offic";0;52;0
"in offlin";0;0;23
"in ohio";13;117;25
"in okalahoma";0;0;59
"in old";0;27;0
"in olymp";1;0;0
"in omaha";0;0;26
"in on";2;22;24
"in one";254;198;4
"in onli";1;0;0
"in or";0;5;0
"in orang";0;5;0
"in order";358;15;131
"in oregon";0;12;0
"in organ";0;0;22
"in orlando";0;11;25
"in oskar";1;0;0
"in ostrava";0;3;0
"in other";91;108;38
"in our";425;140;153
"in outrag";0;27;0
"in over";7;0;28
"in overt";17;0;0
"in overtim";0;53;0
"in pace";0;1;0
"in pacif";7;0;0
"in packag";0;24;0
"in pain";0;48;0
"in pakistan";0;6;0
"in palo";0;37;0
"in pan";1;12;0
"in panama";1;0;0
"in parad";0;4;0
"in pari";1;47;0
"in park";0;8;0
"in parliament";8;0;0
"in parlor";45;0;0
"in part";25;69;22
"in particular";15;20;0
"in partisan";0;7;0
"in partnership";0;18;0
"in pat";29;0;0
"in pattern";24;0;0
"in payrol";0;40;0
"in pdx";0;0;25
"in peac";0;3;17
"in pembrokeshir";21;0;0
"in penn";66;0;0
"in peopl";1;0;0
"in perform";1;29;0
"in permatang";1;0;0
"in person";27;0;89
"in personnel";43;0;0
"in perth";7;0;0
"in peru";0;35;0
"in phase";40;0;0
"in philadelphia";0;9;0
"in phoenix";0;37;0
"in pictur";2;0;0
"in pink";48;0;0
"in pittsburgh";0;16;52
"in pjs";0;0;28
"in place";117;81;1
"in place”";31;0;0
"in plan";0;34;0
"in playoff";0;0;1
"in png";16;0;0
"in poem";9;0;0
"in polic";0;1;0
"in polit";0;26;0
"in portland";21;13;43
"in portsmouth";0;3;0
"in posit";39;45;0
"in post";0;0;6
"in pot";25;0;0
"in power";41;29;0
"in pp";38;0;0
"in practic";0;30;0
"in prayer";36;0;0
"in preced";1;0;0
"in predawn";0;6;0
"in premium";0;6;0
"in prepackag";0;40;0
"in prepar";18;176;0
"in preschool";0;13;0
"in presentday";2;0;0
"in presid";0;4;0
"in previous";37;0;0
"in print";0;43;0
"in prior";0;0;42
"in prison";42;103;16
"in privileg";0;0;2
"in product";17;0;0
"in profit";0;12;40
"in progress";16;0;11
"in promot";0;36;0
"in prompt";0;2;0
"in proper";40;0;0
"in properti";0;24;0
"in proport";33;0;0
"in providenceboston";0;0;13
"in psycholog";0;18;0
"in public";92;44;41
"in punit";0;2;0
"in pursu";0;32;0
"in pve";34;0;0
"in qualiti";0;17;0
"in queen";0;0;24
"in question";0;2;0
"in quick";0;6;0
"in racism";0;5;0
"in rain";2;0;0
"in rare";31;0;0
"in re";0;0;40
"in read";14;0;75
"in real";32;0;0
"in realiti";7;0;0
"in reality”";0;1;0
"in receiv";0;62;0
"in recent";7;65;0
"in recept";0;74;0
"in recess";0;83;0
"in red";0;18;0
"in redefin";0;0;3
"in redford";0;31;0
"in redwood";0;0;43
"in refer";0;29;0
"in regard";15;25;0
"in region";0;12;0
"in regul";0;4;0
"in regularseason";0;1;0
"in rehab";0;0;10
"in rehears";0;0;3
"in relat";9;23;3
"in releas";2;0;0
"in religi";16;0;0
"in reno";0;31;0
"in renton";0;33;0
"in respons";75;2;36
"in restor";45;0;0
"in retention�";2;0;0
"in retir";0;42;0
"in retro";0;25;0
"in return";23;0;3
"in rich";8;0;0
"in rick";0;0;39
"in river";0;0;61
"in robinson";0;44;0
"in roman";15;0;0
"in rome";0;22;0
"in rosa";6;0;0
"in rotat";0;45;0
"in round";0;7;0
"in row";0;4;0
"in rtas";0;13;0
"in ruin";35;0;0
"in rule";0;1;0
"in rural";0;48;0
"in russia";17;2;0
"in sa";27;0;0
"in sacramento";0;39;0
"in said";0;11;0
"in saint";0;0;40
"in sale";0;4;0
"in samoa";7;0;0
"in san";0;18;2
"in sanfordflorida";17;0;0
"in santa";0;0;56
"in santana";0;32;0
"in saturday";0;37;0
"in sauvignon";0;36;0
"in save";0;6;0
"in say";1;25;0
"in school";38;60;50
"in school”";11;0;0
"in schuchardt";0;6;0
"in scioto";0;22;0
"in score";0;39;0
"in scotland";8;0;0
"in screenplay";18;0;0
"in sd";0;0;37
"in search";18;0;0
"in seasid";0;14;0
"in seattl";0;71;31
"in sectarian";43;0;0
"in see";0;0;2
"in seed";4;0;0
"in select";37;0;0
"in selfcontrol";0;0;11
"in selfdef";32;0;0
"in selfdefens";0;6;0
"in selfrecoveri";0;0;12
"in semipro";0;0;78
"in seoul";32;0;0
"in separ";0;25;0
"in septemb";36;92;39
"in serbia";0;2;0
"in sergeant";0;55;0
"in serious";0;5;50
"in servic";0;1;0
"in session";33;0;2
"in sever";30;2;0
"in sex";0;7;0
"in sfo";0;0;63
"in shakur";0;18;0
"in she";0;74;0
"in ship";0;2;0
"in shock";0;1;0
"in short";4;37;15
"in shorthand";19;0;0
"in shot";0;4;0
"in should";1;0;0
"in show";0;36;3
"in sight";0;36;0
"in similar";0;1;0
"in six";0;25;7
"in skillet";1;0;0
"in small";0;27;0
"in smethwick";13;0;0
"in so";33;0;3
"in societi";0;6;0
"in solon";0;4;0
"in solsti";2;0;0
"in some";139;43;0
"in someon";0;0;62
"in someth";25;13;0
"in sound";0;0;5
"in south";116;93;0
"in southampton";0;24;0
"in southeast";19;15;0
"in southern";0;28;0
"in space";0;0;7
"in spain";0;2;0
"in spanish";0;0;9
"in sparki";5;0;0
"in spartensburg";0;0;52
"in special";1;0;0
"in spend";5;6;0
"in spf";0;0;5
"in spite";34;0;0
"in splendid";0;2;0
"in spotlight";13;0;0
"in spring";7;68;0
"in sps";1;0;0
"in squamish";1;0;0
"in st";12;45;6
"in stacey";16;0;0
"in stadium”";0;0;3
"in star";0;0;46
"in starkvill";0;0;10
"in state";0;84;0
"in statist";0;0;24
"in stem";39;0;0
"in steppenwolf";4;0;0
"in sterl";17;0;0
"in steubenvill";0;2;0
"in stick";4;0;0
"in stillunsolv";0;1;0
"in stimulus";0;10;0
"in stock";14;0;0
"in storecal";0;0;48
"in stori";6;32;0
"in storybook";4;0;0
"in strasbourg";33;0;0
"in streamlin";0;0;71
"in street";32;0;0
"in student";24;0;0
"in style";10;20;0
"in subject";22;0;0
"in subtl";0;25;0
"in suburban";0;22;0
"in such";120;0;23
"in suffer";10;0;0
"in suffern";2;0;0
"in summer";1;6;0
"in super";0;3;0
"in superior";0;33;0
"in support";0;0;1
"in surgeri";15;0;0
"in suspens";8;0;0
"in sussex";0;5;0
"in sweden";20;0;0
"in sweep";18;0;0
"in sydney";38;0;0
"in syria";0;10;0
"in tackl";0;37;0
"in tailor";0;0;21
"in taiwan";22;0;0
"in talk";0;38;0
"in tampa";0;17;18
"in tanzania";0;11;0
"in target";0;2;14
"in tasmania";16;0;0
"in taxpay";0;4;0
"in teach";0;0;44
"in team";0;0;68
"in tear";29;0;0
"in tehran";0;34;0
"in tennesse";16;1;0
"in term";40;94;1
"in terr";4;0;0
"in textmat";0;0;8
"in th";10;0;0
"in tha";0;0;20
"in that";205;206;133
"in that’";45;0;0
"in the";8126;9407;4146
"in theater";36;37;0
"in theatr";0;0;37
"in their";258;431;59
"in them";55;1;0
"in themselv";14;0;63
"in then";0;47;0
"in therapi";31;0;0
"in there";151;45;75
"in these";103;47;1
"in they";3;0;40
"in think";23;0;0
"in this";661;496;381
"in tho";0;0;25
"in thorough";0;38;0
"in those";53;88;0
"in thotalangagrandpass";14;0;0
"in three";112;59;0
"in through";0;33;0
"in thwart";7;0;0
"in tigara";22;0;0
"in tight";0;6;0
"in till";0;0;11
"in time";69;102;90
"in timeaahhhgggg";1;0;0
"in tissu";0;38;0
"in to";218;117;82
"in today";84;0;0
"in tokyo";0;14;0
"in too";5;0;0
"in top";0;0;4
"in toronto";3;39;0
"in tostada";0;0;59
"in total";0;35;0
"in touch";0;0;134
"in tow";17;0;0
"in town";10;0;22
"in townw";0;0;5
"in train";23;0;0
"in triag";0;19;0
"in tribul";1;0;0
"in trichobezoar";36;0;0
"in triniti";0;21;0
"in troubl";49;0;1
"in truth";52;0;0
"in tulsa";20;0;0
"in turmoil";0;12;0
"in turn";43;0;0
"in turnov";0;30;0
"in tustin";0;42;0
"in tv";43;0;0
"in twenti";3;0;0
"in twitter";0;0;82
"in two";90;121;91
"in typic";0;16;0
"in tyranni";2;0;0
"in unemploy";43;0;0
"in uniti";1;0;0
"in univers";19;38;0
"in unlimit";0;34;0
"in unmark";0;30;0
"in unpaid";0;23;0
"in unwant";0;5;0
"in upgrad";0;41;0
"in upper";0;30;0
"in ur";0;0;24
"in urban";1;1;11
"in us";0;41;58
"in ut";9;0;0
"in utah";0;5;0
"in utopia";0;0;54
"in utsunomiyawher";1;0;0
"in vain";9;0;45
"in valu";0;1;0
"in vancouv";0;25;0
"in vanquish";1;0;0
"in variat";2;0;0
"in various";38;6;0
"in vega";43;0;15
"in veil";45;0;0
"in ventura";0;16;0
"in veracruz";0;1;0
"in vicksburg";0;21;0
"in victori";0;0;36
"in view";0;14;0
"in villag";9;0;0
"in violenc";0;11;0
"in violent";38;0;0
"in virginia";20;0;0
"in vocat";6;0;0
"in vogu";0;25;0
"in voic";9;0;0
"in vote";0;29;0
"in wa";0;0;5
"in wait";34;0;0
"in walnut";0;6;0
"in ward";7;0;0
"in warm";6;0;0
"in was";34;1;0
"in washington";63;111;5
"in water";4;0;0
"in web";16;0;0
"in wee";5;0;0
"in week";23;0;0
"in west";0;6;0
"in weymouth";15;0;0
"in what";32;32;15
"in what’";14;0;0
"in whatev";0;0;3
"in when";4;60;0
"in where";0;8;0
"in which";248;211;0
"in while";6;4;0
"in white";45;0;0
"in wi";0;0;44
"in wild";30;38;0
"in will";36;1;0
"in win";0;2;0
"in wine";0;1;0
"in winter";0;0;36
"in wisconsin";0;0;11
"in wisdom";24;0;0
"in with";160;46;2
"in women";27;26;0
"in wonder";0;0;6
"in wood";0;4;0
"in wooden";7;0;0
"in woodsid";37;0;0
"in work";0;0;5
"in world";0;2;0
"in would";0;10;0
"in write";13;0;0
"in ya";0;0;31
"in year";51;64;5
"in yesterday";0;1;48
"in yosemit";0;36;0
"in you";36;0;3
"in yountvill";0;33;0
"in your";352;181;398
"in yuma";0;26;0
"in zen";0;0;47
"in– casiqu";1;0;0
"inabl to";0;30;0
"inaccess due";0;0;10
"inaccur and";0;43;0
"inaccur inform";0;0;1
"inaccur view";2;0;0
"inaccuraci accord";0;6;0
"inadequ for";30;0;0
"inadequ oversight";0;11;0
"inadequ pipelin";0;3;0
"inadvert cross";17;0;0
"inan belief";35;0;0
"inandout visit";38;0;0
"inappropri behavior”";0;3;0
"inappropri phillip";0;34;0
"inappropri relationship";22;23;0
"inargu posit";19;0;0
"inaugur hospit";0;0;1
"inaugur mile";0;33;0
"inbound play";0;2;0
"inbox outbox";0;0;30
"inc an";0;31;0
"inc and";0;27;0
"inc has";0;11;0
"inc he";0;26;0
"inc in";0;10;0
"inc is";0;57;0
"inc on";0;10;2
"inc over";0;10;0
"inc report";0;31;0
"inc terrain";38;0;0
"inc the";0;46;0
"inc treasur";0;6;0
"incapac benefit";1;0;0
"incarcer sponsor";0;29;0
"incaseyoudidntknow i";0;0;13
"incens album";10;0;0
"incens anybodi";0;0;21
"incens over";0;7;0
"incens the";1;0;0
"incent and";0;3;0
"incent for";0;31;0
"incent had";0;42;0
"incent he";0;4;0
"incent play";0;13;0
"incent structur";0;45;0
"incent to";0;9;0
"incept in";24;0;0
"incest among";32;0;0
"inch apart";7;0;0
"inch i";7;0;0
"inch long";16;0;0
"inch of";8;0;0
"inch plate";0;28;0
"inch skillet";29;0;0
"inch tall";0;47;0
"inch thick";3;0;0
"inch wide";2;0;0
"incid and";0;11;0
"incid i";17;0;0
"incid in";0;4;0
"incid is";0;27;0
"incid like";0;16;0
"incid not";0;8;0
"incid of";0;32;0
"incid on";0;47;0
"incid report";0;23;0
"incid said";0;1;0
"incid show";0;27;0
"incid were";0;2;0
"incident increas";7;0;0
"incident point";0;1;0
"incis social";0;2;0
"incit a";34;2;0
"incl high";0;0;4
"inclin at";45;0;0
"inclin for";0;0;1
"inclin to";44;0;0
"includ a";28;105;0
"includ about";0;1;0
"includ acoust";49;0;0
"includ activist";0;37;0
"includ allergist";0;8;0
"includ an";14;6;0
"includ angermanag";0;1;0
"includ ani";0;0;42
"includ announc";0;0;12
"includ ariat";0;18;0
"includ assault";34;0;0
"includ at";6;0;0
"includ attempt";26;0;0
"includ bainbridg";0;13;0
"includ bmw";1;0;0
"includ bucca";0;0;57
"includ but";1;0;0
"includ cbt";20;0;0
"includ chees";0;2;0
"includ chingi";0;22;0
"includ conspiraci";0;29;0
"includ cost";0;16;0
"includ dead";0;25;0
"includ derek";0;1;0
"includ dessert";0;2;0
"includ destin";0;36;0
"includ develop";0;28;0
"includ discount";0;3;0
"includ econom";8;0;0
"includ edward";0;1;0
"includ extend";15;0;0
"includ fergi";0;14;0
"includ find";35;30;0
"includ food";0;10;0
"includ foreign";0;3;0
"includ former";0;39;0
"includ from";0;11;0
"includ fund";0;5;0
"includ gastransmiss";0;3;0
"includ ground";3;0;0
"includ her";0;28;0
"includ his";0;80;0
"includ homeopathi";28;0;0
"includ hulk";1;0;0
"includ i";8;0;0
"includ impair";0;23;0
"includ in";39;3;63
"includ inaccuraci";0;6;0
"includ inform";0;3;0
"includ intern";0;38;0
"includ it";39;0;0
"includ just";0;2;0
"includ karaok";0;30;0
"includ koolhoven";0;18;0
"includ kris";0;39;0
"includ leather";3;0;0
"includ mail";0;1;0
"includ manag";1;0;0
"includ mani";10;0;0
"includ marina";0;54;0
"includ may";29;0;0
"includ me";0;0;23
"includ more";44;0;0
"includ motor";1;6;0
"includ mr";0;4;0
"includ my";16;20;0
"includ myself";20;0;0
"includ nato";2;0;0
"includ niehaus";0;42;0
"includ nine";0;21;0
"includ north";0;3;0
"includ nuala";43;0;0
"includ ohio";0;19;0
"includ on";10;0;0
"includ one";0;51;0
"includ oper";0;2;0
"includ peopl";8;0;0
"includ perform";1;3;0
"includ permiss";0;35;0
"includ portion";0;6;0
"includ presid";0;28;0
"includ presidenti";14;0;0
"includ privat";0;29;0
"includ propos";6;0;0
"includ reckless";0;10;0
"includ regular";0;3;0
"includ restaur";0;18;0
"includ retire";0;18;0
"includ sampl";0;24;0
"includ scallop";0;33;0
"includ school";24;0;0
"includ senior";0;37;0
"includ sesam";3;0;0
"includ seven";0;12;0
"includ sever";0;18;0
"includ six";0;16;0
"includ some";0;1;0
"includ someon";3;0;0
"includ spay";0;25;0
"includ special";0;10;0
"includ st";0;0;26
"includ staff";0;1;0
"includ steelcas";0;37;0
"includ strict";0;13;0
"includ such";0;10;0
"includ sunglass";42;0;0
"includ tamil";14;0;0
"includ tgfs";2;0;0
"includ the";217;276;0
"includ their";32;0;0
"includ them";55;0;0
"includ these";0;6;0
"includ three";0;38;0
"includ tight";0;62;0
"includ to";4;0;0
"includ tortur";38;0;0
"includ total";0;28;0
"includ tour";0;0;16
"includ twin";0;3;0
"includ two";0;27;0
"includ us";0;66;0
"includ water";2;0;0
"includ what";47;0;0
"includ wtf";0;0;14
"inclus dinner";0;0;61
"inclus in";0;27;0
"inclus is";0;34;0
"inclus resort";3;0;0
"incom after";0;17;0
"incom and";42;6;0
"incom at";0;6;0
"incom bracket";42;0;0
"incom from";0;44;0
"incom in";59;0;0
"incom into";20;0;0
"incom is";0;16;0
"incom net";0;17;0
"incom of";0;33;0
"incom on";20;0;0
"incom or";0;8;0
"incom paid";20;0;0
"incom stream";1;0;0
"incom tax";0;59;0
"incom than";42;0;0
"incom this";0;3;0
"incom was";36;0;0
"incommunicado would";0;3;0
"incompat with";0;12;0
"incompet and";0;32;0
"incompet by";1;0;0
"incomprehens to";1;0;0
"incongru in";31;0;0
"incongru of";0;6;0
"inconsequenti thing";39;0;0
"inconsider ass";9;0;0
"inconsider pleas";9;0;0
"inconsider would";9;0;0
"inconsist appli";0;25;0
"inconsist fleischman";0;30;0
"inconsist on";9;0;0
"inconsist perform";0;47;0
"inconsist some";7;0;0
"incontinentia buttock";0;0;6
"incorpor add";13;0;0
"incorpor all";0;10;0
"incorpor an";15;0;0
"incorpor in";28;21;0
"incorpor qualiti";0;9;0
"increas against";0;6;0
"increas and";0;4;0
"increas awar";22;0;0
"increas brain";0;1;0
"increas bring";26;0;0
"increas by";22;52;0
"increas competit";2;1;0
"increas connect";0;21;0
"increas effici";0;0;52
"increas from";2;0;0
"increas health";0;3;0
"increas her";0;5;0
"increas hostil";0;1;0
"increas i";0;8;0
"increas in";129;85;40
"increas is";0;6;0
"increas last";0;27;0
"increas led";0;1;0
"increas may";0;6;0
"increas negat";4;0;0
"increas number";0;2;0
"increas obes";0;38;0
"increas of";0;3;0
"increas on";0;6;0
"increas outspoken";0;6;0
"increas over";38;0;0
"increas product";0;5;0
"increas region";0;24;0
"increas report";0;0;9
"increas revenu";0;3;0
"increas risqu�";11;0;0
"increas rocki";0;2;0
"increas school";0;1;0
"increas shortag";25;0;0
"increas state";0;24;0
"increas surviv";0;4;0
"increas tax";0;1;0
"increas the";115;21;0
"increas their";0;52;0
"increas to";0;42;0
"increas was";0;72;0
"increas we";0;8;0
"increas with";2;0;0
"increas would";33;0;0
"incred �but";26;0;0
"incred amount";19;0;0
"incred bend";0;30;0
"incred flexibl";0;15;0
"incred frustrat";7;0;0
"incred great";0;0;9
"incred healthi";6;0;0
"incred kind";31;0;0
"incred most";18;0;0
"incred perform";7;0;0
"incred pleas";88;0;0
"incred power";0;0;28
"incred profession";0;40;0
"incred rich";32;0;0
"incred rude";32;0;0
"incred said";0;1;0
"incred super";0;0;4
"incred there";36;0;0
"incred uncomfort";0;26;0
"incred vault";12;0;0
"incred work";12;0;0
"incredibullradio well";0;0;3
"increment over";0;31;0
"incub and";0;30;0
"incub last";6;0;0
"incumb board";0;43;0
"incumb in";0;2;0
"incumb sen";0;12;0
"indan ocean";11;0;0
"indc with";0;0;4
"inde �";0;2;0
"inde bernal";0;6;0
"inde for";0;2;0
"inde ill";4;0;0
"inde it";4;0;0
"inde tell";2;0;0
"inde the";29;0;0
"inde there";7;0;0
"inde they";30;0;0
"inde to";0;0;11
"inde we";1;0;0
"indebt to";0;3;0
"indebted which";0;23;0
"indec exposur";5;0;0
"indefinit for";0;0;2
"independ account";2;0;0
"independ airfar";2;0;0
"independ and";1;11;0
"independ citi";1;0;0
"independ day";1;0;5
"independ from";0;46;0
"independ hall";0;0;7
"independ innov";26;0;0
"independ is";23;0;0
"independ judgment";0;2;0
"independ nation’";34;0;0
"independ ohio";0;2;0
"independ parti";0;47;0
"independ redistrict";0;1;0
"indepth studi";4;0;0
"indesign file";4;0;0
"index and";26;0;0
"index card";5;0;0
"index fell";0;16;0
"index go";31;0;0
"index individu";26;0;0
"index itself";31;0;0
"index lost";0;14;0
"index measur";0;1;0
"index of";0;2;0
